pushup_pose,pose_world_landmarks
1,"[ 0.59537315  0.01303294 -0.15055452  0.99997807  0.62556481 -0.00703263
 -0.1614556   0.99996221  0.62591583 -0.00575586 -0.14964317  0.99997103
  0.62715822 -0.00630933 -0.15286353  0.99997401  0.63347203  0.00456969
 -0.19953761  0.99996746  0.63160348  0.00631128 -0.21240933  0.99998295
  0.62128603  0.01401489 -0.19121383  0.99997938  0.60896331 -0.09894753
 -0.12303258  0.99998295  0.54333162 -0.06064924 -0.24292171  0.99995744
  0.58244658 -0.00762928 -0.11819585  0.99984586  0.54280198  0.00412325
 -0.17902523  0.99980611  0.4564786  -0.1315403   0.03520096  0.9998982
  0.51360339 -0.02739235 -0.14905278  0.99983394  0.43847239  0.09408548
  0.0773586   0.25252447  0.42431045  0.23423003 -0.19076601  0.96908063
  0.42362937  0.29048771  0.13569327  0.16035672  0.40179381  0.35737136
 -0.12028542  0.80952507  0.4781611   0.29404706  0.15432966  0.20725946
  0.44946682  0.38570112 -0.16759156  0.84909493  0.47140515  0.28893349
  0.1307821   0.22372776  0.48877144  0.36365598 -0.14780419  0.85014009
  0.41474035  0.31060621  0.12566198  0.2037987   0.42283463  0.35051885
 -0.11905234  0.77556032  0.00300145 -0.03117413  0.10306263  0.99966955
  0.00411928  0.03283035 -0.10288716  0.99976915 -0.38191482  0.12288046
  0.1771253   0.25078195 -0.3107754   0.17366439 -0.00663939  0.93497366
 -0.69978607  0.23289998  0.30591044  0.48923492 -0.69552308  0.23701605
  0.11536995  0.97453976 -0.73282462  0.22841659  0.32846093  0.75244135
 -0.72617388  0.24714361  0.08978957  0.97074068 -0.66589665  0.2910949
  0.3425658   0.76586491 -0.63874215  0.33228242  0.06729531  0.96433961]"
0,"[ 0.6716485   0.12650229 -0.10515597  0.99918789  0.68709624  0.09394908
 -0.0959992   0.99798018  0.68894535  0.09439827 -0.08352057  0.99816555
  0.68794775  0.09442887 -0.08685718  0.99849725  0.6983301   0.0930624
 -0.14117225  0.99910444  0.6960246   0.09618089 -0.15438959  0.99956352
  0.68802255  0.09895984 -0.13210131  0.99956924  0.64333284  0.01551714
 -0.00540933  0.99897361  0.58088374 -0.02087999 -0.16692413  0.99885213
  0.6524418   0.12219776 -0.05856418  0.99665868  0.61063039  0.11162391
 -0.13101777  0.99793953  0.47957096 -0.02325685  0.15032634  0.99962032
  0.54997736 -0.04313574 -0.11553623  0.99989247  0.41133523 -0.01959465
  0.31650439  0.02036525  0.35751623 -0.05158065 -0.33214927  0.85883456
  0.4068543   0.16544703  0.5081929   0.00167277  0.32859915  0.07502657
 -0.5272755   0.94673049  0.45892397  0.16127719  0.54234439  0.00494677
  0.39461693  0.09752584 -0.59609514  0.97054368  0.47517815  0.1517559
  0.5257163   0.00613326  0.42918453  0.11232603 -0.55317926  0.97111243
  0.40490979  0.18495837  0.50521475  0.00658369  0.35020062  0.08368482
 -0.52340323  0.94941163  0.00560229  0.00714543  0.13093422  0.99933964
  0.00214317 -0.00565008 -0.12728983  0.99967837 -0.41043931  0.01437042
  0.11444627  0.00354139 -0.35728988  0.01873452 -0.09596679  0.23514411
 -0.80554545  0.05529403  0.18709145  0.02730525 -0.74433738 -0.02374168
 -0.03552537  0.54050976 -0.8460086   0.04028415  0.2008204   0.15521984
 -0.77592593 -0.0248053  -0.06952314  0.57119948 -0.81195551  0.12414929
  0.14985661  0.15241495 -0.73487568  0.06533916 -0.13013957  0.57540631]"
0,"[ 0.47912174  0.243249   -0.39233643  0.99981743  0.50923085  0.21433635
 -0.40206289  0.99968469  0.50851244  0.21428053 -0.38914481  0.99975842
  0.50751066  0.21376288 -0.39167175  0.9998228   0.50554895  0.22514912
 -0.44696549  0.99984109  0.50196892  0.22451606 -0.46059555  0.99990439
  0.4921163   0.22768383 -0.43679056  0.99990749  0.51878548  0.10691075
 -0.3354407   0.99992836  0.40485984  0.09950123 -0.48343685  0.99984717
  0.47204587  0.21609572 -0.34903634  0.99983799  0.4220936   0.21260789
 -0.41780272  0.99984729  0.48581684  0.00536656 -0.16384494  0.99998045
  0.30970219  0.05774284 -0.33055025  0.99995208  0.47940108  0.10954916
  0.01250894  0.26593149  0.05108274  0.12776507 -0.34051481  0.99612135
  0.49361905  0.32275912  0.14059931  0.7121917   0.15247135  0.27633962
 -0.29204991  0.99926323  0.55813348  0.34135029  0.1573873   0.82955265
  0.21225789  0.33354467 -0.36469299  0.99928433  0.54588729  0.33962706
  0.13208158  0.85198873  0.29429033  0.33657759 -0.3482514   0.9992767
  0.47540849  0.34178421  0.13245472  0.84363824  0.19826823  0.28336021
 -0.29725981  0.99832612  0.05383054 -0.00192663  0.12666602  0.99993789
 -0.04789709  0.00482605 -0.12484785  0.99995899 -0.38475025  0.09005703
  0.28771192  0.1787304  -0.35092553  0.11744523  0.05600876  0.95289832
 -0.67981541  0.1139525   0.51816213  0.37571523 -0.73767513  0.07209387
  0.30539829  0.9808529  -0.70516419  0.10310537  0.55218154  0.50239551
 -0.7696206   0.07850619  0.29476631  0.95997918 -0.68329316  0.20621783
  0.5867421   0.67744279 -0.74257147  0.20725912  0.28889143  0.96194524]"
1,"[-0.69397193 -0.05467837 -0.27284512  0.99990523 -0.67617661 -0.09901598
 -0.30366966  0.99984038 -0.67650229 -0.09689678 -0.28911591  0.99986219
 -0.67845321 -0.09644583 -0.29115221  0.99988389 -0.69444126 -0.10838833
 -0.27828255  0.99988985 -0.69425541 -0.10985871 -0.29433942  0.99991608
 -0.6790216  -0.11204615 -0.27131966  0.99994135 -0.57108331 -0.16749944
 -0.3547079   0.99992704 -0.56278312 -0.1577137  -0.19025631  0.99990404
 -0.64965135 -0.07811642 -0.27679697  0.99991798 -0.62798631 -0.07573485
 -0.26133037  0.99990797 -0.37635592 -0.10686552 -0.33605054  0.99995482
 -0.53878188 -0.13043667  0.04926288  0.99991322 -0.30673659  0.11880421
 -0.37776586  0.99265057 -0.41464913  0.08381514  0.05347923  0.1775157
 -0.29036295  0.33062792 -0.29291403  0.99491125 -0.42208105  0.3227675
 -0.01940148  0.77838337 -0.32402378  0.37406272 -0.30659148  0.99387002
 -0.46360824  0.32294935 -0.05634032  0.85407209 -0.35305992  0.3678509
 -0.28904563  0.99339229 -0.48242593  0.30853611 -0.09096885  0.86753094
 -0.29050255  0.33630288 -0.28622586  0.98123175 -0.43549508  0.33016831
 -0.04537072  0.83438033  0.02508451 -0.00515043 -0.0803178   0.99971503
 -0.02927783  0.00250395  0.08004034  0.99971908  0.38367769  0.12145767
  0.08390426  0.7307477   0.29215783  0.09117622  0.24297896  0.02786935
  0.71272463  0.22497132  0.26809734  0.89909184  0.67005581  0.24179317
  0.46990356  0.14510563  0.73795807  0.26287451  0.28931919  0.82998365
  0.69629729  0.26336238  0.45250091  0.29762983  0.6810016   0.37505677
  0.25383571  0.9143393   0.63399547  0.33818454  0.43103853  0.45019487]"
0,"[ 0.60853118  0.1831722  -0.02848009  0.99999285  0.63174307  0.14810866
 -0.02286547  0.9999764   0.63201416  0.1505838  -0.01196918  0.99998415
  0.63212311  0.15122774 -0.01570984  0.99998248  0.63897824  0.1563932
 -0.0708981   0.99998844  0.63671881  0.15877005 -0.08304323  0.99999511
  0.62828279  0.16215189 -0.06018124  0.99999356  0.61009634  0.05773574
  0.04733968  0.99999237  0.5365712   0.03618369 -0.1109741   0.99999201
  0.59329361  0.17193273  0.01128523  0.99996865  0.54822391  0.16363394
 -0.06016247  0.99997914  0.43466449 -0.03053921  0.19325779  0.99999321
  0.49650472  0.03775983 -0.04737035  0.99999738  0.27283895 -0.04028969
  0.32529813  0.55693632  0.22422139  0.00446465 -0.16131276  0.99715412
  0.28119841  0.16467875  0.50701958  0.15495405  0.24633598  0.16178572
 -0.22198191  0.99970067  0.36102927  0.15680885  0.54213458  0.27961752
  0.34152997  0.20291579 -0.27113953  0.99977559  0.38520518  0.15769088
  0.52843952  0.2977123   0.39214343  0.20587276 -0.22273764  0.99975604
  0.28807655  0.18568712  0.50501412  0.28774852  0.2815032   0.16834804
 -0.21167363  0.99955994  0.0023365  -0.01906653  0.1222809   0.99989319
  0.00398862  0.02182633 -0.12095723  0.99996054 -0.39410272  0.02569062
  0.09177514  0.41393754 -0.34175238  0.05655234 -0.11067705  0.99273735
 -0.77235574  0.06004875  0.14519617  0.84555721 -0.74451303 -0.00580559
 -0.0559535   0.99660873 -0.80807769  0.04329875  0.15920269  0.94885546
 -0.77899987 -0.01062406 -0.08791859  0.99642354 -0.77710384  0.12169588
  0.14964275  0.96066761 -0.74053431  0.07177033 -0.09674925  0.99560249]"
1,"[ 0.58560199 -0.08477562 -0.15380286  0.99983585  0.59929818 -0.11615539
 -0.14763735  0.99893337  0.60026687 -0.11576679 -0.13606969  0.99950349
  0.6002124  -0.11487289 -0.14053895  0.99934405  0.60353512 -0.11812621
 -0.19200078  0.99929833  0.6035468  -0.11610153 -0.20351286  0.99981636
  0.59458566 -0.10717116 -0.18162906  0.99967253  0.55575293 -0.19237144
 -0.06328851  0.99963403  0.48176488 -0.19724463 -0.21400654  0.99962866
  0.57033592 -0.09321304 -0.10870664  0.99913353  0.52717459 -0.09057465
 -0.17842239  0.99933654  0.38823175 -0.1272444   0.10380887  0.99997234
  0.43374306 -0.17137404 -0.14513996  0.99997437  0.37628919  0.10079676
  0.13203572  0.29865268  0.31713083  0.06186548 -0.24534471  0.99615771
  0.34041676  0.32135496  0.15721729  0.58312327  0.28695911  0.26079041
 -0.27415818  0.99907601  0.4163419   0.30821264  0.18759647  0.62612897
  0.37143621  0.27797326 -0.35479635  0.99903035  0.4200657   0.29273781
  0.14977524  0.65215629  0.43421587  0.26400134 -0.30346456  0.99899048
  0.34479958  0.33930808  0.14165448  0.62745547  0.32303995  0.26322702
 -0.26590303  0.99747759  0.00186255  0.01192309  0.11314645  0.99973267
  0.00529215 -0.01213788 -0.11093219  0.99990451 -0.39503044  0.1732657
  0.09698284  0.06087699 -0.33115414  0.11316973 -0.07949302  0.91450936
 -0.73921645  0.27896184  0.18161544  0.57171446 -0.73964298  0.14461222
  0.01275717  0.99278319 -0.77995348  0.27354515  0.1995346   0.83782715
 -0.77622235  0.15025124 -0.01340844  0.98879927 -0.77136379  0.345985
  0.17521881  0.85897118 -0.73300505  0.2217702  -0.08114129  0.98760623]"
1,"[ 0.67041188 -0.04798858 -0.16486157  0.99999344  0.68214214 -0.08334463
 -0.16489124  0.99996805  0.6821124  -0.08263016 -0.153825    0.99998236
  0.6838364  -0.08213515 -0.15757881  0.9999789   0.68452364 -0.07859949
 -0.20776623  0.99997985  0.68441075 -0.07724401 -0.21861541  0.99999332
  0.67377323 -0.06811153 -0.19588533  0.99998999  0.62318265 -0.14836976
 -0.10192036  0.99998283  0.54055095 -0.13104907 -0.23522203  0.99998307
  0.64905542 -0.04624134 -0.12709945  0.99994588  0.6039474  -0.04011197
 -0.19177344  0.99995124  0.442213   -0.1002593   0.07942873  0.99998176
  0.50997198 -0.04527182 -0.15819576  0.99999142  0.44907546  0.12005707
  0.11504989  0.46513242  0.43804342  0.21584174 -0.20770486  0.99947053
  0.4440285   0.32438719  0.14246482  0.6297009   0.44600356  0.39520031
 -0.19382098  0.99969041  0.53163278  0.30606142  0.16923796  0.68935484
  0.53428334  0.41928282 -0.26626077  0.99965978  0.53689373  0.29817167
  0.13099135  0.70400435  0.59481966  0.39255494 -0.22368704  0.99961627
  0.44953266  0.34287956  0.12827846  0.67045671  0.48231182  0.39086041
 -0.18639569  0.99897492 -0.00539125 -0.01942529  0.11539271  0.99994719
  0.01220326  0.01909779 -0.1153396   0.99998367 -0.40454265  0.14495477
  0.14979644  0.30008319 -0.31130293  0.15610917 -0.03457882  0.99567515
 -0.70973432  0.29591042  0.27879408  0.80022961 -0.68226391  0.23886308
  0.08950473  0.99835795 -0.74128926  0.29693645  0.30074605  0.94714248
 -0.71268559  0.25393444  0.06496798  0.99806029 -0.65599644  0.38086233
  0.30690151  0.94622827 -0.61412728  0.33815947  0.03797147  0.99688345]"
0,"[-0.5114671   0.31866521 -0.365457    0.99961299 -0.52365685  0.28731278
 -0.39342099  0.9992367  -0.52235073  0.28633866 -0.38080022  0.99906319
 -0.52482134  0.28743774 -0.38243902  0.99920708 -0.5445447   0.29339826
 -0.38127109  0.99961406 -0.54373521  0.28643739 -0.39639848  0.99966729
 -0.5347051   0.27881646 -0.37336829  0.9998104  -0.4783811   0.17744502
 -0.40653884  0.99919921 -0.46788743  0.20771512 -0.2981734   0.99978548
 -0.4900142   0.27425727 -0.35627139  0.99929345 -0.46945333  0.26889884
 -0.35456151  0.9995901  -0.26525787  0.10532368 -0.31174284  0.99964678
 -0.50478095  0.12368929 -0.05815487  0.99992108 -0.0704964   0.15628442
 -0.32327706  0.80360788 -0.35749522  0.19293807  0.03060582  0.02153669
 -0.17048186  0.32307947 -0.25508979  0.85326225 -0.41799828  0.36933112
  0.03939744  0.71630877 -0.21546644  0.38802573 -0.26381612  0.89959586
 -0.48344642  0.38435978 -0.00457113  0.84503996 -0.26355577  0.37379697
 -0.25633055  0.90574658 -0.52340567  0.37529546 -0.00607063  0.84703535
 -0.18993647  0.31672025 -0.25389472  0.83304274 -0.43921676  0.38244238
  0.03104527  0.79223049  0.03291992  0.00710127 -0.04562628  0.99730957
 -0.04025293 -0.0083639   0.04375147  0.99842     0.39121604 -0.13709261
 -0.02734827  0.02226857  0.29492012 -0.1447027   0.02949523  0.00106742
  0.70881593 -0.30040032  0.09700555  0.06908436  0.6953547  -0.2697928
  0.18429768  0.00231685  0.74478674 -0.28832769  0.1123475   0.16424619
  0.7280817  -0.27091885  0.16142176  0.00954347  0.73437303 -0.16880918
  0.10432446  0.11317482  0.69747579 -0.15516794  0.13927241  0.00971032]"
0,"[ 0.48800305  0.07049873 -0.47752303  0.99998868  0.52361411  0.05816091
 -0.47321901  0.99998617  0.52217662  0.06025744 -0.46080461  0.99998474
  0.52228099  0.05895341 -0.46436217  0.99998748  0.52621269  0.04544095
 -0.50884521  0.99999154  0.5223279   0.04549344 -0.52324957  0.99999225
  0.51204664  0.0485343  -0.49929881  0.99999344  0.55238461  0.02988699
 -0.3499206   0.99998832  0.46073037 -0.07994075 -0.45509082  0.99998522
  0.49089527  0.07183261 -0.41430697  0.99990559  0.44604281  0.04299082
 -0.47079852  0.99992132  0.48260185 -0.00465371 -0.14927885  0.99993122
  0.38937947 -0.12062741 -0.2966879   0.99994135  0.3708843   0.05107659
 -0.03347553  0.06268422  0.10930786 -0.14572583 -0.32036778  0.9939121
  0.29732561  0.19629252  0.04266793  0.15103671  0.13817209  0.04139198
 -0.26203126  0.98840916  0.32239974  0.20805803  0.05944319  0.20416951
  0.1753664   0.11498241 -0.32161382  0.97422284  0.31771365  0.2130965
  0.0455022   0.21718185  0.26364383  0.13924657 -0.29994726  0.97359294
  0.27824575  0.21364354  0.03796292  0.21380302  0.18103652  0.05891212
 -0.26300305  0.94516408  0.04175146  0.0430518   0.1012097   0.99974269
 -0.03735197 -0.04122456 -0.09991776  0.99989188 -0.27589899  0.10243361
  0.26320413  0.25643751 -0.34622931  0.0592446   0.019705    0.96265131
 -0.49755549  0.1044121   0.48357043  0.35177034 -0.72227037 -0.00165987
  0.19276956  0.96062303 -0.52189189  0.08812682  0.51402503  0.45224956
 -0.75468063 -0.00259402  0.17563854  0.85893673 -0.52664137  0.15174933
  0.55198443  0.53902674 -0.7580952   0.07891115  0.1508096   0.92969227]"
0,"[-0.67877644  0.15318461 -0.0667345   0.99994886 -0.68671423  0.11703457
 -0.09752224  0.99995315 -0.68463492  0.1150821  -0.08698216  0.99995375
 -0.68675125  0.11636956 -0.08862691  0.99996424 -0.70184547  0.10101512
 -0.08038487  0.9999584  -0.70087045  0.09960239 -0.09271965  0.99995553
 -0.68696129  0.09193099 -0.07165739  0.99996221 -0.61819416  0.01178963
 -0.1748838   0.99996936 -0.6031785  -0.00900437 -0.01090419  0.99992752
 -0.64158541  0.10957681 -0.07329513  0.9999063  -0.61611879  0.10269011
 -0.0562652   0.99983907 -0.46176636 -0.0117799  -0.17603044  0.99998391
 -0.52045381 -0.11340938  0.18508713  0.99976784 -0.29520234 -0.02625768
 -0.35388944  0.99715447 -0.2964468  -0.15239894  0.30236059  0.05373041
 -0.3250778   0.1442727  -0.37595677  0.96334702 -0.35236692  0.06964763
  0.41426626  0.00626533 -0.38602236  0.17870392 -0.37970659  0.93389553
 -0.40311751  0.06865241  0.42477086  0.00722942 -0.41118285  0.16861589
 -0.36076286  0.92095107 -0.46863207  0.07981335  0.41571507  0.0068214
 -0.33207417  0.14082411 -0.36779532  0.82603902 -0.38674769  0.08984238
  0.40642801  0.00714858  0.00451216  0.01926553 -0.08307081  0.99985778
 -0.00975871 -0.02237443  0.08172569  0.99964559  0.42851979  0.02889104
 -0.06273931  0.57862133  0.34966499 -0.03435966  0.14329724  0.02280389
  0.81160629 -0.00719697 -0.01452554  0.82383537  0.78511947  0.00331487
  0.21958308  0.10314924  0.84921259  0.0142421  -0.00560396  0.86375934
  0.82001382  0.01382928  0.18881468  0.39055943  0.81378156  0.12505446
 -0.02266845  0.81211436  0.77326107  0.12537974  0.17898624  0.20871241]"
0,"[ 5.80874085e-01  1.42568618e-01 -3.24425548e-01  9.99988317e-01
  6.04337156e-01  1.11881889e-01 -3.27441216e-01  9.99984503e-01
  6.04675651e-01  1.11940414e-01 -3.14299762e-01  9.99983668e-01
  6.04703367e-01  1.11048669e-01 -3.17641526e-01  9.99989629e-01
  6.10808909e-01  1.17275938e-01 -3.68894279e-01  9.99993443e-01
  6.08132124e-01  1.17778160e-01 -3.82308334e-01  9.99995351e-01
  5.98969758e-01  1.20202243e-01 -3.58105838e-01  9.99996424e-01
  5.93216598e-01  2.23618038e-02 -2.42256045e-01  9.99994397e-01
  5.11571169e-01  5.60329668e-03 -3.85431439e-01  9.99990702e-01
  5.69917142e-01  1.27569258e-01 -2.78780460e-01  9.99984026e-01
  5.26357472e-01  1.20362245e-01 -3.46493483e-01  9.99988794e-01
  4.81414616e-01 -3.06176078e-02 -5.29585443e-02  9.99988556e-01
  4.27284002e-01 -2.75111888e-02 -2.62083322e-01  9.99989271e-01
  4.58308071e-01  4.96827178e-02  1.45193741e-01  6.55367225e-02
  1.37590244e-01  3.12691880e-03 -3.72981608e-01  9.96430576e-01
  5.32461762e-01  2.19822884e-01  3.21990848e-01  3.04437339e-01
  2.01416314e-01  1.63384750e-01 -4.27753925e-01  9.95300174e-01
  6.06377840e-01  2.26154357e-01  3.62728924e-01  3.82391930e-01
  2.66796350e-01  2.22960696e-01 -5.06794870e-01  9.91433620e-01
  6.16282821e-01  2.32413635e-01  3.41222346e-01  4.00496751e-01
  3.41242671e-01  2.35849872e-01 -4.71902072e-01  9.90463197e-01
  5.28344035e-01  2.42563888e-01  3.18601638e-01  3.67922246e-01
  2.42895424e-01  1.76292032e-01 -4.25423831e-01  9.71032381e-01
  2.93922648e-02 -3.44323111e-04  1.19164720e-01  9.99982119e-01
 -2.37446651e-02  1.25518581e-03 -1.15978807e-01  9.99992609e-01
 -3.26298684e-01  3.07905339e-02  3.00458223e-01  1.32654354e-01
 -3.44610184e-01  4.98955250e-02  2.22093742e-02  9.68457341e-01
 -6.22681916e-01  3.29867378e-02  5.56328297e-01  5.39414227e-01
 -7.18273938e-01 -1.41249523e-02  2.09166303e-01  9.88625646e-01
 -6.52791798e-01  1.58978328e-02  5.91782808e-01  6.95496440e-01
 -7.49103904e-01 -1.07780993e-02  1.92512646e-01  9.53519523e-01
 -6.40386701e-01  1.12369925e-01  6.09950483e-01  7.86024690e-01
 -7.37130880e-01  1.13140285e-01  1.50560066e-01  9.81266618e-01]"
0,"[ 0.67404479  0.09825408 -0.09759955  0.99997032  0.69504994  0.06253947
 -0.0949432   0.99992037  0.69617981  0.06390858 -0.08302578  0.99995244
  0.69630003  0.06383532 -0.08639565  0.99994838  0.70038372  0.06635334
 -0.14516707  0.99995184  0.69880366  0.06787986 -0.15692671  0.99998128
  0.69013864  0.07351663 -0.13425288  0.9999752   0.66275561 -0.03923407
 -0.01600395  0.99997211  0.57973462 -0.04808116 -0.19066712  0.99995875
  0.65788066  0.0854069  -0.05484974  0.99990487  0.61125761  0.08218499
 -0.13064237  0.99992132  0.48469853 -0.07262075  0.14834434  0.99997711
  0.52864891 -0.02662354 -0.12973167  0.99999249  0.38557079  0.00982994
  0.2774629   0.60910803  0.31207654  0.0840621  -0.24892187  0.99929214
  0.41642314  0.22038206  0.39074883  0.5588029   0.38390058  0.2533581
 -0.32280189  0.99993289  0.49246961  0.21549249  0.42288595  0.68082523
  0.4847903   0.2893444  -0.38910353  0.99994659  0.51798809  0.20941766
  0.39848924  0.71153539  0.54497331  0.28006649 -0.3443622   0.99994409
  0.42375824  0.2400696   0.38429523  0.67815995  0.42479226  0.25642285
 -0.31519851  0.99987745  0.00540735 -0.01222579  0.13708808  0.99982077
  0.0018862   0.01411215 -0.13525791  0.99993575 -0.39375994  0.06340697
  0.1707688   0.21715465 -0.3300584   0.12281092 -0.12526757  0.99244446
 -0.75146437  0.13853915  0.29059321  0.71659178 -0.73796767  0.11864282
 -0.04357529  0.99744713 -0.78866273  0.12899227  0.31027022  0.9191364
 -0.7714746   0.11961038 -0.07027654  0.99695563 -0.72277701  0.21265839
  0.30815223  0.93960309 -0.72007239  0.21408521 -0.0935767   0.99665016]"
1,"[ 6.55123949e-01  2.47835219e-02 -1.41009554e-01  9.99964237e-01
  6.77536428e-01 -4.41743433e-03 -1.39772579e-01  9.99846816e-01
  6.78402901e-01 -3.83336842e-03 -1.28346846e-01  9.99923110e-01
  6.79364145e-01 -3.34073603e-03 -1.32326379e-01  9.99919057e-01
  6.82540536e-01  9.64984298e-04 -1.85459137e-01  9.99873281e-01
  6.81995988e-01  2.24669278e-03 -1.96908146e-01  9.99955058e-01
  6.70801342e-01  1.09561533e-02 -1.76159903e-01  9.99926686e-01
  6.40574932e-01 -1.01172633e-01 -7.17067719e-02  9.99950051e-01
  5.63407898e-01 -8.36525708e-02 -2.23616809e-01  9.99883890e-01
  6.37895525e-01  8.64669681e-03 -9.91534144e-02  9.99774158e-01
  5.94004273e-01  1.48687363e-02 -1.69266358e-01  9.99754488e-01
  4.58357990e-01 -8.24046656e-02  9.15030465e-02  9.99965668e-01
  5.07971525e-01 -7.46506155e-02 -1.42210975e-01  9.99958515e-01
  4.47332919e-01  1.36958987e-01  1.32576287e-01  3.96166474e-01
  4.10909861e-01  1.45927161e-01 -2.19665572e-01  9.98414755e-01
  4.20133293e-01  3.76850903e-01  1.71628863e-01  5.90736032e-01
  3.74461114e-01  3.17742586e-01 -2.03227445e-01  9.97324228e-01
  4.93094921e-01  3.74534994e-01  1.97398692e-01  6.29744947e-01
  4.41303313e-01  3.39742929e-01 -2.64514834e-01  9.97501194e-01
  4.91803110e-01  3.70289028e-01  1.60242185e-01  6.62686050e-01
  4.95562613e-01  3.19207728e-01 -2.27871880e-01  9.97593343e-01
  4.19770718e-01  3.99684101e-01  1.55882701e-01  6.33143008e-01
  4.04413521e-01  3.14904392e-01 -1.98248327e-01  9.94969189e-01
  1.11614622e-03 -5.22670196e-03  1.18088603e-01  9.99478161e-01
  6.65835105e-03  5.99326938e-03 -1.17892876e-01  9.99742568e-01
 -4.20830756e-01  1.30069777e-01  1.39390126e-01  7.02329949e-02
 -3.35228860e-01  1.54621735e-01 -4.49832454e-02  9.14264917e-01
 -7.76392460e-01  2.40937337e-01  2.36952111e-01  3.74026746e-01
 -7.29031980e-01  1.89613879e-01  6.22195788e-02  9.83919799e-01
 -8.12543571e-01  2.37374902e-01  2.55684167e-01  7.37747669e-01
 -7.61176527e-01  1.96892768e-01  3.60689200e-02  9.82517183e-01
 -7.43626177e-01  3.21504295e-01  2.50428855e-01  7.96500444e-01
 -6.81808829e-01  2.83212811e-01  3.25157121e-03  9.82427299e-01]"
0,"[ 0.68141758  0.19271526 -0.01631221  0.99945992  0.69738263  0.15712735
 -0.02182086  0.99857855  0.69724101  0.15785663 -0.01081474  0.99909163
  0.69783819  0.15825751 -0.01386582  0.99893385  0.70760232  0.1714716
 -0.0617728   0.99915504  0.70559192  0.17490312 -0.07566503  0.99964476
  0.69829506  0.17943797 -0.05179801  0.99954981  0.66250533  0.07040372
 -0.00121593  0.99957806  0.58727455  0.09282213 -0.12480049  0.9994998
  0.66246819  0.18302682  0.01096537  0.99866092  0.61848187  0.18971062
 -0.05246803  0.99906057  0.49379539 -0.0542964   0.10757852  0.99995244
  0.55264878  0.08756663 -0.08307495  0.99997699  0.29717478 -0.16999029
  0.24475828  0.73515326  0.26008698  0.00990973 -0.19829743  0.97896165
  0.33638349  0.07099677  0.46904305  0.01463647  0.26488873  0.14984712
 -0.32264844  0.99743384  0.39899445  0.06014419  0.49773011  0.04899988
  0.3488422   0.1743072  -0.36971483  0.99892324  0.4261362   0.06784905
  0.4930971   0.05543787  0.39060083  0.18141462 -0.32940674  0.9990201
  0.34288424  0.09715562  0.47446084  0.0533128   0.29514074  0.15437153
 -0.31596616  0.99868959  0.0095355  -0.04430043  0.11720046  0.99984205
 -0.00219019  0.04720616 -0.11658722  0.99991798 -0.39329582 -0.06304011
  0.16008419  0.58027852 -0.35810265  0.04178618 -0.07008362  0.99023098
 -0.77219826 -0.04574276  0.2332726   0.95947921 -0.74653685 -0.07392983
  0.01347253  0.99741876 -0.80957729 -0.065156    0.25142166  0.98561919
 -0.77835786 -0.08874572 -0.01271277  0.99760014 -0.78042245 -0.01089562
  0.24007477  0.98169911 -0.76063895 -0.01789894 -0.00798163  0.9955681 ]"
1,"[-0.60631037  0.17425051 -0.09240735  0.99968255 -0.62200296  0.15856445
 -0.12669624  0.99922967 -0.62220418  0.16020632 -0.11499202  0.99935836
 -0.62271869  0.16020763 -0.11825804  0.99939775 -0.63963217  0.15078802
 -0.11394083  0.99958843 -0.63719553  0.1484874  -0.12645411  0.9997471
 -0.62486368  0.1417836  -0.10624585  0.99979693 -0.60345703  0.07491747
 -0.18666163  0.99951828 -0.57361269  0.0498519  -0.06084615  0.99970275
 -0.59100789  0.1279832  -0.09580421  0.99858642 -0.56257915  0.11634618
 -0.08962821  0.99872333 -0.47119144  0.04837759 -0.17725897  0.99970239
 -0.53833276 -0.00591923  0.15066321  0.99834716 -0.45665345  0.26476678
 -0.25192136  0.95468825 -0.44949079  0.22031748  0.13631068  0.03256589
 -0.47517273  0.47189194 -0.16418552  0.96857488 -0.44863784  0.47691119
  0.08586714  0.08232486 -0.53031719  0.52631789 -0.16685048  0.97363776
 -0.50281996  0.49249011  0.06485038  0.11952297 -0.54888743  0.5230993
 -0.14467685  0.97384226 -0.53441936  0.48419234  0.0414714   0.12926182
 -0.47758901  0.4716866  -0.15483414  0.95706505 -0.46811652  0.49454057
  0.07093438  0.12778032  0.00803816  0.02276381 -0.07291672  0.99938989
 -0.01321217 -0.02342172  0.07443573  0.99906927  0.37550312  0.17687264
 -0.02861754  0.68188125  0.31799528  0.11708944  0.16330409  0.01404892
  0.71753329  0.26838425  0.06999908  0.8747142   0.7155295   0.27778199
  0.26354232  0.08935165  0.7502684   0.30575624  0.08808888  0.93068022
  0.74773377  0.3024106   0.23503616  0.21306276  0.71133661  0.43887016
  0.07733358  0.89631659  0.69199425  0.40796334  0.20827107  0.25395697]"
